"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"rep1.white"	"rep2.white"	"rep1.red"	"rep2.red"
"24"	"ENSG00000153707"	22559.5884052638	-0.934308101895363	0.0205951924987427	-45.3653493140401	0	0	"PTPRD"	29467.1654771507	29771.4110350733	15502.5192579462	15497.2578508849
"25"	"ENSG00000155886"	14054.5510527609	-1.06068588821469	0.0243017397627676	-43.6465001505677	0	0	"SLC24A2"	18977.3582795154	19023.2520959447	9101.103188562	9116.49064702146
"26"	"ENSG00000164946"	2062.80191202995	-2.88973691171162	0.0679452675536306	-42.5303632726251	0	0	"FREM1"	3628.52703097759	3641.21302835785	506.846740113234	474.620848671109
"27"	"ENSG00000167632"	4805.51131527887	-4.57749549710632	0.0650300236619002	-70.3904941032365	0	0	"TRAPPC9"	9110.89496697374	9338.296394012	389.16508321338	383.688816916363
"28"	"ENSG00000173068"	11958.3204821158	-1.39069751148996	0.0266535749920566	-52.1767722305329	0	0	"BNC2"	17229.6567373267	17397.4801555723	6592.50311623144	6613.64191933292
"29"	"ENSG00000215548"	8969.38977771386	-3.52610459117363	0.0392686606154107	-89.7943687386638	0	0	"FRG1JP"	16359.8536537978	16652.5497321001	1418.00570739725	1447.15001756027
"30"	"ENSG00000249859"	1536.14028400797	-4.21029151345334	0.103150229107562	-40.8170834895865	0	0	"PVT1"	2900.84275530559	2928.109886258	174.774737970081	140.833756498203
"31"	"ENSG00000276291"	2087.58282646823	-3.68770672418517	0.0799608185795092	-46.1189216130684	0	0	"FRG1HP"	3811.12271448985	3937.1207254415	320.420352945148	281.667512996406
"32"	"ENSG00000078114"	1802.33690699902	3.5255325981745	0.0790018427934859	44.6259539462945	0	0	"NEBL"	283.338129587988	292.466909908261	3422.08936945418	3211.45321904563
"33"	"ENSG00000148948"	22256.0669593147	-3.99829948453502	0.0343550075961484	-116.381854183705	0	0	"LRRC4C"	40868.1521200959	42912.6374546865	2651.91535746602	2591.56290501024
"34"	"ENSG00000133687"	1461.92551819106	3.676977843347	0.0894582865289555	41.1027081561288	0	0	"TMTC1"	219.474614664981	204.726836935783	2797.56097244109	2625.9396487224
"35"	"ENSG00000140015"	5521.75808709514	2.20754499027358	0.0383131971277562	57.6183966822835	0	0	"KCNH5"	1996.85919900106	1934.58258936376	9080.13022000559	9075.46034001017
"36"	"ENSG00000165487"	1426.42040615343	5.61146837873391	0.139268045628785	40.2925764729341	0	0	"MICU2"	66.5619733000352	48.1710204554783	2797.56097244109	2793.38765841711
"37"	"ENSG00000183032"	1192.90473275417	3.81082986821421	0.0978896794549869	38.9298431604995	0	0	"SLC25A21"	152.912641364946	164.297587624935	2225.46499681903	2228.94370520778
"38"	"ENSG00000183722"	1625.58647588824	3.27544577506577	0.0783169869935451	41.8229288536819	0	0	"LHFPL6"	315.719630112329	293.327106702109	2881.45284666673	3011.8463200718
"39"	"ENSG00000185046"	1300.94163701456	3.31328125613522	0.0857946873338115	38.6187228964871	0	0	"ANKS1B"	232.966906550123	242.575495865087	2338.48599403968	2389.73815160336
"40"	"ENSG00000187537"	1724.90221140221	-3.25310366059738	0.0808430453172499	-40.23974663289	0	0	"POTEG"	3122.11634222192	3121.65416487376	354.210135619364	301.628202893789
"41"	"ENSG00000198732"	1155.86752952528	4.39258437169477	0.113642715348447	38.6525819822802	0	0	"SMOC1"	101.641932201405	108.384796024826	2157.8854314706	2255.55795840429
"42"	"ENSG00000066933"	2794.26387155961	-2.77311617960741	0.0627356322680434	-44.2032076405803	0	0	"MYO9A"	4719.60370142277	5030.43085042209	731.723569634738	695.297364758844
"43"	"ENSG00000083290"	2074.6021869205	-2.52693346509682	0.0640440765651296	-39.4561620781128	0	0	"ULK2"	3550.27173804377	3521.645674013	597.729603857676	628.761731767567
"44"	"ENSG00000087095"	3443.88639554069	-1.87308529933189	0.0471968897997772	-39.6866256924568	0	0	"NLK"	5383.42446217177	5437.30393391211	1506.5582413021	1448.25894477679
"45"	"ENSG00000102910"	8517.4167735792	-5.06442840926215	0.057022278190256	-88.8149083129331	0	0	"LONP2"	16290.5932221208	16790.1812191157	499.855750594431	489.036902485885
"46"	"ENSG00000137766"	5171.55499199941	-1.59414842793656	0.0407049974915124	-39.1634572209216	0	0	"UNC13C"	7652.82795725269	7887.14440279072	2521.41688644836	2624.83072150587
"47"	"ENSG00000137821"	2878.52403778924	4.90166205802953	0.0827944649478141	59.2027747400635	0	0	"LRRC49"	166.404933250088	205.58703372963	5620.7555731178	5521.34861105946
"48"	"ENSG00000140386"	1541.66196882658	-3.36232857341389	0.0846174727769114	-39.7356298063693	0	0	"SCAPER"	2812.69311498932	2807.6823351193	266.822766634323	279.449658563363
"49"	"ENSG00000140718"	7520.38616273714	-8.78194277137666	0.192882768892834	-45.5299497294957	0	0	"FTO"	15858.8398817962	14154.538242766	33.7897826742156	34.3767437121597
"50"	"ENSG00000141068"	3442.28116437079	2.93877255838959	0.0519385648497342	56.5817050758311	0	0	"KSR1"	807.738540857184	781.058688813826	6177.70440478245	6002.6230230297
"51"	"ENSG00000174197"	3667.05519243741	-4.2564927953187	0.0693485920179537	-61.3782150647952	0	0	"MGA"	6856.7827360293	7082.860400543	344.888816260959	383.688816916363
"52"	"ENSG00000180229"	3334.29804438642	-2.67093375431385	0.0536789961906189	-49.757520517506	0	0	"HERC2P3"	5662.26516113137	5864.82174045448	903.002812845417	907.102463114408
"53"	"ENSG00000181827"	2892.65838172684	-2.2190292671374	0.0535304130841586	-41.4536174725332	0	0	"RFX7"	4781.66824409442	4743.98531807076	990.390181830457	1054.58978291174
"54"	"ENSG00000224078"	2501.30278082143	3.99639281695663	0.0710930890649672	56.2135204633547	0	0	"SNHG14"	283.338129587988	306.230058609826	4681.63264775856	4734.01028732935
"55"	"ENSG00000259905"	9629.79514408009	-1.67806016168821	0.0330030596316568	-50.8455937242437	0	0	"PWRN1"	14434.9533448509	14911.5114213521	4657.16418444275	4515.55162567466
"56"	"ENSG00000260019"	1714.0429920046	-3.2729111126797	0.0818358440134267	-39.9936134604137	0	0	"LINC01992"	3153.59835662059	3060.58019251056	297.117054549137	344.876364338119
"57"	"ENSG00000260232"	2925.05039528473	-2.31593267444682	0.0558904396588767	-41.4370094166722	0	0	"PWRN4"	4805.054883362	4939.24999027422	936.792595519633	1019.10411198306
"58"	"ENSG00000265480"	4013.53402427739	-4.46983984063808	0.0701148722261279	-63.7502386971821	0	0	"KRT18P55"	7524.201441281	7836.39279195369	354.210135619364	339.331728255512
"59"	"ENSG00000266736"	8101.56889128025	-2.39482046242952	0.0370139156416768	-64.7005435905032	0	0	"GTF2IP6"	13360.9669107935	13867.2325136208	2606.4739255938	2571.60221511285
"60"	"ENSG00000273540"	9708.46310950356	-1.99804861428478	0.0349124794696848	-57.2302123663181	0	0	"AGBL1"	15257.9831498446	15801.8151029846	3800.76796838935	3973.28621679575
"61"	"ENSG00000276550"	2699.19936517425	-5.0677570902545	0.0978020546380681	-51.8164685702006	0	0	"HERC2P2"	5163.94984750678	5319.45697315496	174.774737970081	138.61590206516
"62"	"ENSG00000130856"	1592.14967083358	-3.12090577164439	0.0802123145333129	-38.9080628055964	0	0	"ZNF236"	2830.68283750285	2881.65925939022	316.924858185746	339.331728255512
"63"	"ENSG00000182621"	4036.04914257065	3.58960547000745	0.0522675894615735	68.6774635483522	0	0	"PLCB1"	619.745940590868	618.481494776587	7416.27471453042	7489.69442038474
"64"	"ENSG00000198597"	1819.58115750392	3.0775386186398	0.0730517129877616	42.1282197606425	0	0	"ZNF536"	362.492908647489	407.73328028387	3304.40771255433	3203.69072852998
"65"	"ENSG00000282894"	14178.3606286288	-1.36718684019157	0.0271713832816306	-50.3171600069354	0	0	"DUX4L33"	20291.5075091283	20576.7675056338	8058.28058534052	7786.88691441244
"66"	"ENSG00000182670"	3599.44131663138	-4.30057733003143	0.069031215521438	-62.2990236742371	0	0	"TTC3"	6831.59712451037	6871.25198925643	336.732661822355	358.183490936374
"67"	"ENSG00000183486"	2515.39672178837	-2.24924305939608	0.0567985304480769	-39.6003741936995	0	0	"MX2"	4102.55621920893	4210.66330588511	864.552370491999	883.814991567462
"68"	"ENSG00000184012"	1207.27215681068	3.77833600207336	0.0968441778543491	39.0145911275727	0	0	"TMPRSS2"	167.304419375764	160.856800449543	2224.29983189923	2276.62757551819
"69"	"ENSG00000187172"	19655.2345545842	-0.935566696686466	0.0220744843830657	-42.3822672571315	0	0	"BAGE2"	25620.9628037595	26006.3296684013	13512.4175749268	13481.2281712492
"70"	"ENSG00000188681"	40842.1099204958	-0.838041815381059	0.0167561361882088	-50.0140250692631	0	0	"TEKT4P2"	52145.9091638235	52616.5174860838	29369.1469684924	29236.8660635836
"71"	"ENSG00000188992"	1405.98962325487	-4.02694710833363	0.101989432528747	-39.4839642548123	0	0	"LIPI"	2656.18252912167	2642.52455070052	167.783748451277	157.467664746022
"72"	"ENSG00000219438"	1985.96243313928	-2.59758741737751	0.0665226944229088	-39.0481389834229	0	0	"TAFA5"	3367.67605453151	3449.38914332978	576.756635301266	550.027899394556
"73"	"ENSG00000197321"	1665.24906832688	-2.85891959709614	0.076836240035586	-37.2079580647369	5.07423851816697e-303	2.69977293213158e-301	"SVIL"	2856.76793514746	2996.92562976583	413.633546529191	393.669161865055
"74"	"ENSG00000171914"	5368.33241687125	1.52229465762369	0.0412798220477883	36.8774520360427	1.06227480035289e-297	5.57550719536572e-296	"TLN2"	2869.36074090692	2676.93242245443	7939.43376352087	7987.60274060279
"75"	"ENSG00000070371"	1781.06495225762	-3.17586422121281	0.0864197627440455	-36.7492818814946	1.19374317743508e-295	6.18199800154382e-294	"CLTCL1"	3040.26310478539	3374.55202226502	339.062991661957	370.381690318108
"76"	"ENSG00000281641"	1488.78565013259	6.51981469285618	0.17824851849924	36.5771045265882	6.61397330087111e-293	3.38008846060308e-291	"SAMD12-AS1"	35.0799589013699	29.2466909908261	2898.93032046374	2991.88563017442
"77"	"ENSG00000160190"	1088.97783188346	5.21350940713387	0.142960943380654	36.468068018075	3.55832766550008e-291	1.79487592893536e-289	"SLC37A1"	53.9691675405691	60.2137755693478	2161.38092623	2080.34745819392
"78"	"ENSG00000169946"	1194.98942789084	3.77027342395532	0.103873857954985	36.2966534427671	1.82705741607633e-288	9.09780897953903e-287	"ZFPM2"	176.299280632526	150.53443892337	2129.92147339538	2323.20251861209
"79"	"ENSG00000185305"	1046.34659655752	4.10620211127142	0.113705191034021	36.1127057958405	1.43302859875159e-285	7.04542161715338e-284	"ARL15"	129.526002097366	100.643024880196	1969.12871446291	1986.08864478962
"80"	"ENSG00000228262"	2121.56468635473	-2.20542971677201	0.0611078475120475	-36.0907773152573	3.16468309920233e-285	1.53645364466273e-283	"LINC01320"	3443.23288908831	3531.10783874533	744.540383752544	767.377633832727
"81"	"ENSG00000259786"	1264.65994533775	3.12437788714849	0.0866964841633834	36.0381152396037	2.11732693642901e-284	1.01527133593707e-282	"LINC02109"	246.459198435265	273.542580443609	2316.34786056347	2222.29014190865
"82"	"ENSG00000154864"	1988.73479920019	2.32375074639247	0.0651280718817016	35.6797104421166	8.15976035468314e-279	3.8649401484865e-277	"PIEZO2"	626.042343470601	697.619599810587	3352.17947426615	3279.09777925343
"83"	"ENSG00000243156"	1854.14696082494	-2.33133247266434	0.0654903754311186	-35.5980929612534	1.49943523050464e-277	7.0166342593735e-276	"MICAL3"	3069.04666080703	3118.21337769837	610.546417975482	618.781386818875
"84"	"ENSG00000222036"	1480.1862909183	-3.00014972127769	0.0842799754738031	-35.5974204360113	1.53579440798903e-277	7.1012208102731e-276	"POTEM"	2547.34470791486	2715.64127817759	325.08101262435	332.678164956385
"85"	"ENSG00000149256"	1225.24387662016	6.06511974846708	0.170728582575455	35.5249229916527	2.02707163898856e-276	9.26252499509595e-275	"TENM4"	38.6779034040745	33.5476749600652	2422.37786826532	2406.37205985118
"86"	"ENSG00000151413"	1710.81669951431	-2.44397128869388	0.0690439608634223	-35.3973216213415	1.87742746715871e-274	8.47898637493538e-273	"NUBPL"	2907.13915818532	2873.91748824559	525.489378830043	536.7207727963
"87"	"ENSG00000154655"	4145.46856415689	-1.45114912957913	0.0412794868660034	-35.1542434209436	1.00121636289675e-270	4.46979810746091e-269	"L3MBTL4"	6041.84830616671	6099.65546517493	2210.31785286162	2230.0526324243
"88"	"ENSG00000227906"	1152.44118975739	-4.47905927089384	0.127496598102824	-35.1308139789076	2.28245378390676e-270	1.00739210189703e-268	"SNAP25-AS1"	2255.01171707011	2156.5133621765	109.525502461251	88.7141773217025
"89"	"ENSG00000164741"	1345.95523129072	-2.92883392545122	0.083550532807954	-35.0546409103497	3.31333037232454e-269	1.44595226585489e-267	"DLC1"	2371.04542728233	2387.90629972156	309.933868666943	314.935329492044
"90"	"ENSG00000100354"	14420.5820129766	-2.08152457375442	0.0598888808727775	-34.7564446591717	1.10767077634856e-264	4.78021477259755e-263	"TNRC6B"	23827.3874691612	22832.2034991028	5307.32620969145	5715.41087395069
"91"	"ENSG00000257335"	2863.95038392481	-1.83853169818481	0.0530313050582125	-34.6687997997909	2.32699540535117e-263	9.93192324657577e-262	"MGAM"	4420.97430769828	4532.37690678419	1209.44118675296	1293.00913446381
"92"	"ENSG00000175497"	1829.92507973421	-2.23880631071118	0.0651452320538085	-34.3663878403561	8.01662272447501e-259	3.38440898498489e-257	"DPP10"	3045.66002153945	2994.34503938428	643.171035729897	636.524222283216
"93"	"ENSG00000175893"	1524.83506168863	-2.68676588327223	0.0781836459806192	-34.3648067261822	8.46465357643297e-259	3.53513059041566e-257	"ZDHHC21"	2664.27790425276	2615.85845009124	384.504423534178	434.699468876342
"94"	"ENSG00000132670"	1152.14190592096	-4.84979240345055	0.141177912261134	-34.3523453901201	1.29930542525716e-258	5.36861943797747e-257	"PTPRA"	2154.26927099438	2300.16622674909	68.7447302682317	85.3873956721387
"95"	"ENSG00000123104"	1171.06176080796	-3.75173921618921	0.109402463189432	-34.2930049910579	9.97694620051998e-258	4.07899568871785e-256	"ITPR2"	2097.60164507678	2263.17776461363	153.801769413671	169.665864127756
"96"	"ENSG00000111913"	1140.06197735158	3.17357010265691	0.0925582707561184	34.2872665698233	1.21486172952814e-257	4.91512808071595e-256	"RIPOR2"	246.459198435265	209.027820905022	2057.68124836775	2047.07964169829
"97"	"ENSG00000113448"	3883.55616888718	1.41764432617799	0.0414322661372363	34.2159495085864	1.40052591665556e-256	5.60787903122701e-255	"PDE4D"	2127.2846872241	2104.04135775178	5620.7555731178	5682.14305745505
"98"	"ENSG00000137710"	1158.51418103035	-3.30427145057883	0.0968082716888629	-34.1321190114684	2.4633885787222e-255	9.763062489548e-254	"RDX"	2094.00370057408	2114.36371927796	203.903860965094	221.785443304256
"99"	"ENSG00000104237"	922.002840445465	4.98942811023841	0.146513385204277	34.0544183269117	3.49138411835338e-254	1.3697511025944e-252	"RP1"	53.0696814148929	59.3535787755	1823.48309948784	1752.10500210363
"100"	"ENSG00000136854"	1244.89180149354	-3.14061140882229	0.0925886945403777	-33.920031213451	3.37542193697211e-252	1.31101388031997e-250	"STXBP1"	2216.33381366604	2255.435993469	273.813756153126	233.98364268599
"101"	"ENSG00000261440"	1020.32243860428	5.65979274783474	0.166982498860036	33.8945265909498	8.02100373275613e-252	3.08451272257671e-250	"DUX4L45"	41.376361781103	37.8486589293043	2043.69926933014	1958.36546437658
"102"	"ENSG00000082805"	893.060552834261	4.05835467751837	0.119878568174643	33.853880133153	3.18210425551623e-251	1.21169538513971e-249	"ERC1"	99.8429599500528	102.363418467891	1723.278916385	1646.7569165341
"103"	"ENSG00000282826"	5975.81085808773	-1.30413807444158	0.0385280462473445	-33.8490580619946	3.74686348764879e-251	1.41289493068232e-249	"FRG1CP"	8463.26495648691	8548.63573725969	3547.92718079264	3343.41555781166
"104"	"ENSG00000231131"	1023.7738780866	-4.17492980816232	0.123768197463728	-33.7318462554636	1.97358479180651e-249	7.37058012632355e-248	"LNCAROD"	1942.89003146049	1937.1631797453	113.020997220652	102.021303919958
"105"	"ENSG00000006451"	1233.79306638016	-5.64641175342318	0.167665797113304	-33.6765867018631	1.27300865071794e-248	4.70891961846523e-247	"RALA"	2439.40637283372	2399.08885804159	50.1020915514231	46.5749430938938
"106"	"ENSG00000143156"	881.848912817704	4.42824113978259	0.131879095434653	33.5780369526178	3.51024788695755e-247	1.28620781065501e-245	"NME7"	79.1547790595013	77.4177114463043	1739.5912252622	1631.23193550281
"107"	"ENSG00000137968"	859.25236153515	4.30712373017026	0.128434870051318	33.5354699891805	1.4663508900342e-246	5.32271668868488e-245	"SLC44A5"	76.4563206824728	88.6002697663261	1644.04770183856	1627.90515385324
"108"	"ENSG00000127527"	1165.53572457495	-5.49462933063019	0.165144352390531	-33.271675664915	9.92024587822706e-243	3.56761435102166e-241	"EPS15L1"	2263.1070922012	2297.58563636754	57.0930810702264	44.3570886608513
"109"	"ENSG00000189108"	1849.67111792386	-2.17341858677647	0.0654930301975589	-33.1854943987227	1.74312236155631e-241	6.2112727085181e-240	"IL1RAPL2"	3035.76567415701	3021.01113999356	645.501365569498	696.406291975365
"110"	"ENSG00000171791"	3280.44184220595	-8.44693937537965	0.255079924485709	-33.1148732790725	1.81543017746617e-240	6.41011891752601e-239	"BCL2"	6359.36690853039	6725.0185343023	16.3123088772075	21.0696171139044
"111"	"ENSG00000197535"	1180.81064988626	-3.19879119638085	0.0966515300286269	-33.096125797837	3.37883998121031e-240	1.1822895934253e-238	"MYO5A"	2085.90832544299	2172.85710125961	249.345292837315	215.131880005129
"112"	"ENSG00000256642"	39814.9301984665	-0.549815740717834	0.0166348262133382	-33.05208805109	1.45177299601307e-239	5.03454135403105e-238	"LINC00273"	47112.3848045398	47509.5291210093	32317.0142155877	32320.7926527293
"113"	"ENSG00000169126"	889.309477039481	5.13499207716579	0.155516242346696	33.0190081735529	4.33445970317884e-239	1.48982668027846e-237	"ODAD2"	40.4768756554268	57.6331851878043	1708.13177242759	1750.9960748871
"114"	"ENSG00000156113"	1651.34069671379	2.6601841463806	0.0808240300133443	32.9132826702825	1.41905380787216e-237	4.83474121910129e-236	"KCNMA1"	411.065159434001	490.312172493261	2933.88526805775	2770.10018687016
"115"	"ENSG00000139973"	1081.61287040435	-3.34642845168793	0.101771017305618	-32.8819396748154	3.98306246184884e-237	1.34523605233225e-235	"SYT16"	1968.07564297942	1971.57105149922	179.435397649283	207.36938948948
"116"	"ENSG00000172995"	1004.66285674235	3.20814123479306	0.0976956211989791	32.8381271895386	1.68282928019762e-236	5.63457665886858e-235	"ARPP21"	203.28386440281	189.243294646522	1859.60321200166	1766.5210559184
"117"	"ENSG00000142611"	999.333074042313	-4.83611998636085	0.147954622751132	-32.6865081768716	2.42860208633943e-234	8.06212863533535e-233	"PRDM16"	1928.49825344967	1933.72239256991	65.2492355088301	69.8624146408408
"118"	"ENSG00000128918"	1011.99537035126	-3.61439402178749	0.110581227764338	-32.6854213401409	2.5165107390963e-234	8.28315907682207e-233	"ALDH1A2"	1891.61932229695	1851.14350036052	143.315285135466	161.903373612107
"119"	"ENSG00000145819"	1750.04520215374	-2.22329663674847	0.0681090156034092	-32.6432061460772	1.0005086784833e-233	3.26552580439425e-232	"ARHGAP26"	2835.18026813123	2930.69047663954	598.894768777477	635.415295066694
"120"	"ENSG00000253329"	1031.66169746163	3.17096123644785	0.097245648732773	32.6077441795007	3.18533341754743e-233	1.03098624947952e-231	"IGLV3-30"	199.685919900106	212.468608080413	1921.35695275109	1793.13530911491
"121"	"ENSG00000166147"	822.67546988083	4.40246711873162	0.135056469847037	32.5972322815618	4.48883327568616e-233	1.44087838369959e-231	"FBN1"	71.9588900540921	76.5575146524565	1528.69637477831	1613.48910003847
"122"	"ENSG00000156564"	1474.48401158063	-2.49445149469368	0.0766424598521792	-32.546600141811	2.33905054009727e-232	7.44661663749e-231	"LRFN2"	2559.03802754865	2449.84046887861	453.249153802409	435.808396092864
"123"	"ENSG00000087253"	978.951137508741	-4.56077244593105	0.140199449871056	-32.5306015831423	3.9385260911471e-232	1.24367766975734e-230	"LPCAT2"	1863.73525240099	1892.43294646522	90.882863744442	68.7534874243195
"124"	"ENSG00000124491"	880.216947194905	3.76212077869447	0.115724342022016	32.5093296100033	7.87130043754705e-232	2.46549442737361e-230	"F13A1"	112.435765709519	129.029519077174	1591.61528044753	1687.78722354539
"125"	"ENSG00000176204"	1840.22214344092	-2.36052432308791	0.0729494472435465	-32.3583579078694	1.05834521170597e-229	3.2884902418128e-228	"LRRTM4"	3188.67831552196	2971.97992274424	628.02389177249	572.206443724981
"126"	"ENSG00000152217"	949.400208379602	-4.29505639870083	0.133110757880225	-32.2667864498644	2.04594410181124e-228	6.30670388209116e-227	"SETBP1"	1768.38972307931	1845.12212280359	92.0480286642425	92.0409589712664
"127"	"ENSG00000171723"	7135.73636374674	-1.07093400502838	0.0333147324261799	-32.1459584705175	1.00588178138778e-226	3.0762557786694e-225	"GPHN"	9550.74368242937	9786.45892360672	4629.20022636754	4576.54262258333
"128"	"ENSG00000164597"	807.372223092115	4.86237741163437	0.151821683668532	32.0268969105248	4.60546239439505e-225	1.39746999529925e-223	"COG5"	58.4665981689498	49.0312172493261	1592.78044536734	1529.21063158285
"129"	"ENSG00000150394"	1283.23169184636	2.65306444084406	0.0828552780399163	32.0204639174093	5.66015730474335e-225	1.70418999780025e-223	"CDH8"	378.68365890966	326.014584868326	2211.48301778142	2216.74550582604
"130"	"ENSG00000175344"	3534.69369285815	-1.51690155518586	0.0473896436665151	-32.009136128147	8.13732689497444e-225	2.43118289692929e-223	"CHRNA7"	5119.87502734865	5357.30563208426	1836.29991360565	1825.29419839403
"131"	"ENSG00000170959"	1279.07888841088	2.49301549873253	0.0779987001287664	31.9622698149696	3.6487731624738e-224	1.08181946282811e-222	"DCDC1"	369.688797652898	401.711902726935	2162.5460911498	2182.36876211388
"132"	"ENSG00000151025"	4905.53283878811	1.17710870120401	0.0368573898680215	31.9368437488109	8.22794924447026e-224	2.42101173223655e-222	"GPR158"	3002.48468750699	3014.12956564278	6825.53610019155	6779.98100181112
"133"	"ENSG00000261064"	1578.98565078471	-6.8430461524106	0.215130497900345	-31.8088147389521	4.8891692052957e-222	1.42778445062921e-220	"LINC02256"	3094.23227232596	3167.2445949477	25.6336282356118	28.8321076295533
"134"	"ENSG00000205592"	3218.56252407346	-1.74232948967573	0.054787107675566	-31.8018154926761	6.10956305852806e-222	1.77086141188977e-220	"MUC19"	4768.17595220928	5143.11663041615	1491.41109734469	1471.54641632374
"135"	"ENSG00000206149"	1011.32881330906	-3.52715729831218	0.111310331716323	-31.6876002786626	2.30252075836791e-220	6.62443750037107e-219	"HERC2P9"	1808.86659873474	1913.07766951757	174.774737970081	148.596247013852
"136"	"ENSG00000286785"	908.175110203757	-3.92101663447123	0.123947425995857	-31.6345144158321	1.23843356057984e-219	3.53682055095007e-218	"LINC01622"	1686.53648564278	1721.2537844895	110.690667381051	114.219503301692
"137"	"ENSG00000282870"	3128.13791340269	1.53209662264403	0.0485036050344822	31.5872731842268	5.52164798169779e-219	1.56540735481126e-217	"FRG1DP"	1655.05447124412	1560.39698403996	4683.96297759816	4613.13722072853
"138"	"ENSG00000185008"	3421.50269561618	-1.4252930849377	0.045325976047848	-31.4453920072918	4.85288491968092e-217	1.36584094406092e-215	"ROBO2"	4932.78191320801	5039.89301515441	1851.44705756305	1861.88879653923
